t	X_CHL	X_ALG	X_PG	X_TAG	S_CO2	S_A	S_G	S_O2	S_NH	S_NO	S_P	X_N_ALG	X_P_ALG	Q
0.666666667	0	0	0	0	30	5	5	5	15.42135833	16.41	0.08703259	0	0	421.8611433
0.670138889	0	0	0	0	30	5	5	5	15.42433572	16.41	0.087060688	0	0	421.8611433
0.673611111	0	0	0	0	30	5	5	5	15.42762085	16.41	0.087088947	0	0	421.8611433
0.677083333	0	0	0	0	30	5	5	5	15.43120574	16.41	0.087117366	0	0	421.8611433
0.680555556	0	0	0	0	30	5	5	5	15.43508246	16.41	0.087145945	0	0	421.8611433
0.684027778	0	0	0	0	30	5	5	5	15.43924309	16.41	0.087174685	0	0	421.8611433
0.6875	0	0	0	0	30	5	5	5	15.44367979	16.41	0.087203584	0	0	421.8611433
0.690972222	0	0	0	0	30	5	5	5	15.44838474	16.41	0.087232644	0	0	421.8611433
0.694444444	0	0	0	0	30	5	5	5	15.45335015	16.41	0.087261864	0	0	421.8611433
0.697916667	0	0	0	0	30	5	5	5	15.45856832	16.41	0.087291243	0	0	421.8611433
0.701388889	0	0	0	0	30	5	5	5	15.46403156	16.41	0.087320782	0	0	421.8611433
0.704861111	0	0	0	0	30	5	5	5	15.46973228	16.41	0.087350481	0	0	421.8611433
0.708333333	0	0	0	0	30	5	5	5	15.4756629	16.41	0.08738034	0	0	421.8611433
0.711805556	0	0	0	0	30	5	5	5	15.48181594	16.41	0.087410358	0	0	421.8611433
0.715277778	0	0	0	0	30	5	5	5	15.48818396	16.41	0.087440536	0	0	421.8611433
0.71875	0	0	0	0	30	5	5	5	15.4947596	16.41	0.087470873	0	0	421.8611433
0.722222222	0	0	0	0	30	5	5	5	15.50153556	16.41	0.08750137	0	0	421.8611433
0.725694444	0	0	0	0	30	5	5	5	15.50850461	16.41	0.087532027	0	0	421.8611433
0.729166667	0	0	0	0	30	5	5	5	15.5156596	16.41	0.087562843	0	0	421.8611433
0.732638889	0	0	0	0	30	5	5	5	15.52299344	16.41	0.08759382	0	0	421.8611433
0.736111111	0	0	0	0	30	5	5	5	15.53049913	16.41	0.087624956	0	0	421.8611433
0.739583333	0	0	0	0	30	5	5	5	15.53816974	16.41	0.087656252	0	0	421.8611433
0.743055556	0	0	0	0	30	5	5	5	15.54599844	16.41	0.087687708	0	0	421.8611433
0.746527778	0	0	0	0	30	5	5	5	15.55397846	16.41	0.087719324	0	0	421.8611433
0.75	0	0	0	0	30	5	5	5	15.56210313	16.41	0.0877511	0	0	421.8611433
0.753472222	0	0	0	0	30	5	5	5	15.57036586	16.41	0.087783037	0	0	421.8611433
0.756944444	0	0	0	0	30	5	5	5	15.57876013	16.41	0.087815134	0	0	421.8611433
0.760416667	0	0	0	0	30	5	5	5	15.58727955	16.41	0.087847392	0	0	421.8611433
0.763888889	0	0	0	0	30	5	5	5	15.59591779	16.41	0.087879811	0	0	421.8611433
0.767361111	0	0	0	0	30	5	5	5	15.60466862	16.41	0.087912391	0	0	421.8611433
0.770833333	0	0	0	0	30	5	5	5	15.61352589	16.41	0.087945132	0	0	421.8611433
0.774305556	0	0	0	0	30	5	5	5	15.62248358	16.41	0.087978034	0	0	421.8611433
0.777777778	0	0	0	0	30	5	5	5	15.63153573	16.41	0.088011098	0	0	421.8611433
0.78125	0	0	0	0	30	5	5	5	15.6406765	16.41	0.088044324	0	0	421.8611433
0.784722222	0	0	0	0	30	5	5	5	15.64990013	16.41	0.088077712	0	0	421.8611433
0.788194444	0	0	0	0	30	5	5	5	15.65920096	16.41	0.088111263	0	0	421.8611433
0.791666667	0	0	0	0	30	5	5	5	15.66857345	16.41	0.088144976	0	0	421.8611433
0.795138889	0	0	0	0	30	5	5	5	15.67801214	16.41	0.088178853	0	0	421.8611433
0.798611111	0	0	0	0	30	5	5	5	15.68751167	16.41	0.088212892	0	0	421.8611433
0.802083333	0	0	0	0	30	5	5	5	15.6970668	16.41	0.088247095	0	0	421.8611433
0.805555556	0	0	0	0	30	5	5	5	15.70667237	16.41	0.088281463	0	0	421.8611433
0.809027778	0	0	0	0	30	5	5	5	15.71632334	16.41	0.088315994	0	0	421.8611433
0.8125	0	0	0	0	30	5	5	5	15.72601475	16.41	0.08835069	0	0	421.8611433
0.815972222	0	0	0	0	30	5	5	5	15.73574177	16.41	0.088385551	0	0	421.8611433
0.819444444	0	0	0	0	30	5	5	5	15.74549965	16.41	0.088420578	0	0	421.8611433
0.822916667	0	0	0	0	30	5	5	5	15.75528376	16.41	0.08845577	0	0	421.8611433
0.826388889	0	0	0	0	30	5	5	5	15.76508956	16.41	0.088491128	0	0	421.8611433
0.829861111	0	0	0	0	30	5	5	5	15.77491262	16.41	0.088526653	0	0	421.8611433
0.833333333	0	0	0	0	30	5	5	5	15.7847486	16.41	0.088562345	0	0	421.8611433
0.836805556	0	0	0	0	30	5	5	5	15.79459329	16.41	0.088598205	0	0	421.8611433
0.840277778	0	0	0	0	30	5	5	5	15.80444256	16.41	0.088634232	0	0	421.8611433
0.84375	0	0	0	0	30	5	5	5	15.81429239	16.41	0.088670428	0	0	421.8611433
0.847222222	0	0	0	0	30	5	5	5	15.82413886	16.41	0.088706793	0	0	421.8611433
0.850694444	0	0	0	0	30	5	5	5	15.83397815	16.41	0.088743327	0	0	421.8611433
0.854166667	0	0	0	0	30	5	5	5	15.84380653	16.41	0.088780031	0	0	421.8611433
0.857638889	0	0	0	0	30	5	5	5	15.85362041	16.41	0.088816905	0	0	421.8611433
0.861111111	0	0	0	0	30	5	5	5	15.86341625	16.41	0.08885395	0	0	421.8611433
0.864583333	0	0	0	0	30	5	5	5	15.87319063	16.41	0.088891167	0	0	421.8611433
